Nº GREVE,DATA ENTRADA,SINDICATO,EMPREGADOR,CAE,NIF,SETOR,DIAS,DURAÇÃO,OBSERVAÇÕES,ANO,MÊS
DSRPN,08-Jun-18,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SINTAP;SFT,"Entidades Públicas Empresariais de Saúde, EPE (Processo SM nº18/18)",,,Setor Empresarial Estado,,,,2018,6
DSRPN,09-Jun-18,STAD,"JMS - Serviços de Logística, A.C.E (local de trabalho: Hospital da CUF e o Instituto CUF)",,82990,Privado,,,,2018,6
DSRPN,12-Jun-18,SEP,"Hospital da Senhora da Oliveira – Guimarães, EPE",,86100,Setor Empresarial Estado,,,,2018,6
DSRPN,12-Jun-18,SEP,"Unidade Local de Saúde do Alto Minho, EPE",,86100,Setor Empresarial Estado,,,,2018,6
DSRPN,12-Jun-18,SIPE;SE - SINDICATO DOS ENFERMEIROS,Entidades Publicas Empresariais de Saúde (Processo S.M. nº19/18),,,Setor Empresarial Estado,,,,2018,6
DSRPN,12-Jun-18,STAL,"Serviços de Águas da Região de Aveiro, S.A.",,,Privado,,,,2018,6
DSRPN,12-Jun-18,CESP,"Clece, S.A. (Local de trabalho: Hospital Amato Luistano)",,81210,Privado,,,,2018,6
DSRPN,12-Jun-18,CESP,"Clece, S.A. (Local de trabalho: Hospital Amato Lusitano)",,81210,Privado,,,,2018,6
DSRPN,12-Jun-18,SITE-CN,"Fábrica de Papel da Zarrinha, S.A.",,17211,Privado,,,,2018,6
DSRPN,14-Jun-18,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE",Santa Casa da Misericórdia de Vila Nova de Gaia,,,Setor Empresarial Estado,,,,2018,6
DSRPN,14-Jun-18,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE","Pefaço Portugal, S.A. (Bingo da Boavista)",,,Privado,,,DESCONVOCADA,2018,6
DSRPN,14-Jun-18,STAD,"Ferlimpa II - Limpezas Gerais e de Manutenção, Lda.
(local de trabalho Hospitais de Aveiro) Processo SM 21/18)",,81210,Privado,,,,2018,6
DSRPN,15-Jun-18,SITE-NORTE,"Bosch Car Multimédia Portugal, S.A.",,,Privado,,,,2018,6
DSRPN,18-Jun-18,STRUN,"Transdev - Norte, S.A.",,,Privado,,,TRANSPORTES,2018,6
DSRPN,19-Jun-18,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA / SINDITE / SINTAP / SFT,"Entidades Públicas Empresariais de Saúde, EPE (Processo n.º 20/18 S.M.)",,,Setor Empresarial Estado,,,,2018,6
DSRPN,20-Jun-18,CESP,Grupo Sonae - local de trabalho: Entreposto da Maia - Centro de Distribuição,,,Privado,,,,2018,6
DSRPN,20-Jun-18,CESP,"Kelly Services - Empresa de Trabalho Temporário, Unipessoal, Lda.",,78200,Privado,,,,2018,6
DSRPN,20-Jun-18,STFPSC - SINDICATO DOS TRABALHADORES EM FUNÇÕES PÚBLICAS E SOCIAIS DO CENTRO,IRN - Instituto dos Registos e do Notariado (local de trabalho: Espço Registos de Santa Maria da Feira - Frontoffice),,,Setor Empresarial Estado,,,,2018,6
DSRPN,20-Jun-18,SEP,"Escala Braga, Soc. Gestora do Estabelecimento, S.A. - Hospital de Braga (Processo SM nº 22/18)",,,Setor Empresarial Estado,,,,2018,6
DSRPN,21-Jun-18,SITE-NORTE,"CNB/Camac, Companhia Nacional de Borrachas, S.A",,22111,Privado,,,,2018,6
DSRPN,21-Jun-18,SCMPVCN,"Soares da Costa, S.A.",,41200,Privado,,,,2018,6
DSRPN,21-Jun-18,SITE-NORTE,"Soares da Costa, S.A.",,41200,Privado,,,,2018,6
DSRPN,22-Jun-18,CESP,Casa do Professor - Associação de Solidariedade Social,,,Privado,,,,2018,6
DSRPN,22-Jun-18,SINTAP,"Entidades Públicas Empresariais da Saúde -C.H.Baixo Vouga, EPE (Processo SM nº 23/18)",,,Setor Empresarial Estado,,,,2018,6
DSRPN,26-Jun-18,STFPSC - SINDICATO DOS TRABALHADORES EM FUNÇÕES PÚBLICAS E SOCIAIS DO CENTRO,Centro Medicina Reabilitação Região Centro,,,Setor Empresarial Estado,,,,2018,6
DSRPN,29-Jun-18,Sindicato dos Trabalhadores do Sector Têxtil de Aveiro,"Huber Tricot Confecções, Lda.",,14140,Privado,,,,2018,6
458/2018,02-Jul-18,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SF;SINTAP,TSDT - TÉCNICOS SUPERIORES DE DIAGÓSTICO E TERAPÊUTICA,94200,,Setor Empresarial Estado,DIA 13 DE JULHO 2018,Total 1 dia,,2018,7
459/2018,02-Jul-18,SINDITE,"RANDSTAD II - PRESTAÇÃO DE SERVIÇOS, LDA",78300,5033298999,Privado,DIA 16 E 17 DE JULHO 2018,Total + 1 dia,,2018,7
461/2018,04-Jul-18,STAD,"SECURITAS - SERVIÇOS E TECNOLOGIA DE SEGURANÇA, S.A. (A EXERCEREM FUNÇÕES NO METROPOLITANO DE LISBOA)",80100,500243719,Privado,DIA 17 DE JULHO 2018,Total 1 dia,DESCONVOCADA,2018,7
463/2018,04-Jul-18,SNPVAC - SINDICATO NACIONAL DO PESSOAL DE VÔO DA AVIAÇÃO CIVIL,"SATA INTERNACIONAL AZORES AIRLINES, S.A.",51100,512029393,Privado,DE 27 A 31 DE JULHO DE 2018,Total + 1 dia,DESCONVOCADA,2018,7
470/2018,09-Jul-18,CESP,"DIA PORTUGAL - SUPERMERCADOS, SOCIEDADE UNIPESSOAL LDA.",47111,503003808,Privado,DE 01 DE JULHO A 31 DE DEZEMBRO DE 2018,Total + 1 dia,Trabalho suplementar (extraordinário),2018,7
472/2018,10-Jul-18,SINAPSA,"TODAS AS EMPRESAS DO GRUPO FIDELIDADE - COMPANHIA DE SEGUROS, S.A. (CENTROS DE ATENDIMENTO DE ÉVORA E LISBOA)",65120,500918880,Privado,DIA 06 DE JULHO DE 2018,Total 1 dia,"NEWSPRING, S.A; FIDELIDADE ASSISTÊNCIA, S.A; MULTICARE,S,A; VIA DIRECTA, S.A; E GEP, S.A.",2018,7
473/2018,10-Jul-18,STAD,"SECURITAS - SERVIÇOS E TECNOLOGIA DE SEGURANÇA, S.A. (A EXERCEREM FUNÇÕES NO METROPOLITANO DE LISBOA)",80100,500243719,Privado,DIA 19 DE JULHO DE 2018,Total 1 dia,DESCONVOCADA,2018,7
475/2018,11-Jul-18,SNPVAC - SINDICATO NACIONAL DO PESSOAL DE VÔO DA AVIAÇÃO CIVIL,"RYNAIR DESIGNATED ACTIVITY COMPANY SUCURSAL EM PORTUGAL; CREWLINK LTD E WORKFORCE INTERNATIONAL CONTRACTORS, LTD",51100,980489806,Privado,DIAS 25 E 26 DE JULHO DE 2018,Total + 1 dia,TRANSPORTES,2018,7
476/2018,11-Jul-18,STAL,"ECALMA - EMPRESA MUNICIPAL DE ESTACIONAMENTO E CIRCULAÇÃO DE ALMADA, EM",52213,507001206,Setor Empresarial Estado,"DIAS 26, 27, 30 E 31 DE JULHO E 01 DE AGOSTO DE 2018",Parcial (1 hora diária),,2018,7
477/2018,11-Jul-18,STFPSSRA,"CENTRO HOSPITALAR LISBOA NORTE, EPE",86100,508481287,Setor Empresarial Estado,DIA 25 DE JULHO DE 2018,Total 1 dia,,2018,7
480/2018,13-Jul-18,SINDETELCO,"LUSOTEMP - EMPRESA DE TRABALHO TEMPORÁRIO, S.A.",78200,504558790,Privado,DE 01 DE AGOSTO A 31 DE DEZEMBRO 2018,Total + 1 dia,Trab. Ext. e Suplementar,2018,7
481/2018,13-Jul-18,SINDETELCO,"TALENTER - TRABALHO TEMPORÁRIO, S.A.",78200,506571718,Privado,DE 01 DE AGOSTO A 31 DE DEZEMBRO 2018,Total + 1 dia,Trab. Ext. e Suplementar,2018,7
483/2018,16-Jul-18,"SINDICATO DOS ESTIVADORES, TRABALHADORES DO TRÁFEGO E CONFERENTES MARÍTIMOS E OUTROS","TRABALHADORES PORTUÁRIOS - (EMPRESAS DE ESTIVA A LABORAR NOS PORTOS DE: LISBOA; SETÚBAL; SINES; FIGUEIRA DA FOZ; LEIXÕES; CANIÇAL, PONTA DELGADA E PRAIA DA VITÓRIA)",52240,,Setor Empresarial Estado,DIA 27 DE JULHO DE 2018,Total 1 dia,,2018,7
484/2018,16-Jul-18,SNR / FESAP,"IRN - INSTITUTO DOS REGISTOS E NOTARIADO, I.P.",84111,508184258,Setor Empresarial Estado,"DIAS 30 E 31 DE JULHO E 01, 02 E 03 DE AGOSTO DE 2018",Total + 1 dia,,2018,7
487/2018,17-Jul-18,STOP,PROFESSORES (CONTINUIDADE DA GREVE ÀS REUNIÕES DE AVALIAÇÃO),84122,,Setor Empresarial Estado,"DIAS 01, 02 E 03 DE AGOSTO DE 2018",Total + 1 dia,,2018,7
489/2018,18-Jul-18,FESAHT,SUCH - SERVIÇO DE UTILIZAÇÃO COMUM DOS HOSPITAIS,33130,500900469,Setor Empresarial Estado,DIA 13 DE AGOSTO 2018,Total + 1 dia,,2018,7
490/2018,18-Jul-18,CESP,"EL CORTE INGLÊS - GRANDES ARMAZÉNS, S.A. ",47191,501810285,Setor Empresarial Estado,DE 15 DE AGOSTO A 31 DE DEZEMBRO DE 2018,Total + 1 dia,Dias Feriados,2018,7
491/2018,19-Jul-18,STOP,PROFESSORES (CONTINUIDADE DA GREVE ÀS REUNIÕES DE AVALIAÇÃO),84122,,Setor Empresarial Estado,"DIAS 06, 07, 08, 09 E 10 DE AGOSTO DE 2018",Total + 1 dia,,2018,7
493/2018,20-Jul-18,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,"FERTAGUS - TRAVESSIA DO TEJO, TRANSPORTES, S.A.",49310,504226320,Privado,DE 01 A 31 DE AGOSTO DE 2018,Total + 1 dia,TRANSPORTES,2018,7
494/2018,23-Jul-18,FECTRANS;STRUP,"EVA, TRANSPORTES, S.A; FROTA AZUL ALGARVE, S.A; PXM - TRANSPORTES RODOVIÁRIOS URBANOS DE FARO, S.A; E TRANSLAGOS - TRANSPORTES PÚBLICOS, LDA.",49391 E 49310,502536071; 500059136; 510319866; E 501335579,Privado,DE 09 A 11 DE AGOSTO DE 2018,Total + 1 dia,TRANSPORTES,2018,7
498/2018,25-Jul-18,SEP,"ENFERMEIROS DE TODOS OS SERVIÇOS DO CENTRO HOSPITALAR LISBOA CENTRAL, EPE",86100,508080142,Setor Empresarial Estado,DIA 08 DE AGOSTO DE 2018,Total + 1 dia,Turnos: Manhã e Tarde,2018,7
499/2018,25-Jul-18,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL","CLT - COMPANHIA LOGÍSTICA DE TERMINAIS MARÍTIMOS, S.A.",52220,504019864,Privado,DE 14 A 17 DE AGOSTO DE 2018,Total + 1 dia,TRANSPORTES,2018,7
506/2018,27-Jul-18,SEP,"ENFERMEIROS  HOSPITAL ESPÍRITO SANTO DE ÉVORA, EPE",86100,508085888,Setor Empresarial Estado,DIA 09 DE AGOSTO DE 2018,Total 1 dia,,2018,7
507/2018,27-Jul-18,SEAL,"TRABALHADORES PORTUÁRIOS - (EMPRESAS DE ESTIVA A LABORAR NOS PORTOS DE: LISBOA; SETÚBAL; SINES; FIGUEIRA DA FOZ; LEIXÕES; CANIÇAL, PONTA DELGADA E PRAIA DA VITÓRIA)",52240,,Setor Empresarial Estado,DE 13 DE AGOSTO A 10 DE SETEMBRO DE 2018,Total + 1 dia,,2018,7
508/2018,27-Jul-18,"SITE SUL - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS, ENERGIA E ACTIVIDADES DO AMBIENTE DO SUL","VANPRO ASSENTOS, LDA.",29320,502974214,Privado,DIA 26 DE AGOSTO 2018 P/TEMPO INDETERMINADO,Total + 1 dia,DESCONVOCADA,2018,7
DSRPN,02-Jul-18,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SINTAP;SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES,Entidades Públicas Empresariais de Saúde,,,Setor Empresarial Estado,,,,2018,7
DSRPN,03-Jul-18,SINDICATO NACIONAL DOS TÉCNICOS SUPERIORES DE SAÚDE DAS ÁREAS DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SINTAP;SFP - SINDICATO DE FISIOTERAPEUTAS PORTUGUESES,"Escala Braga - Sociedade Gestora do Estabelecimento, S.A.
Processo SM nº 24/18",,,Setor Empresarial Estado,,,,2018,7
DSRPN,04-Jul-18,STRUN,ANTRAM – Associação Nacional de Transportes Públicos Rodoviários de Mercadorias,,,Setor Empresarial Estado,,,TRANSPORTES,2018,7
DSRPN,04-Jul-18,STAD,"Iberlim - Sociedade Técnica de Limpezas, S.A.
Local de trabalho : STCP de Francos e da Via Norte - Porto",,,Privado,,,,2018,7
DSRPN,06-Jul-18,STAL,Serviços Municipalizados de Castelo Branco,,,Setor Empresarial Estado,,,,2018,7
DSRPN,09-Jul-18,SIPE,"Centro Hospitalar de Leiria, E.P.E",,,Setor Empresarial Estado,,,,2018,7
DSRPN,09-Jul-18,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE","Sector Mais, S.A (local de trabalho: Cantina da PT Tenente Valadim)",,,Privado,,,,2018,7
DSRPN,10-Jul-18,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE","Pefaco Portugal, S.A. (local de trabalho: Bingo da Boavista)",,,Privado,,,,2018,7
DSRPN,11-Jul-18,STAD,"Byeva, Unipessoal, Lda. (local de trabalho na Escola Superior de Enfermagem de Coimbra no Polo A, B e no Polo C)",,,Privado,,,,2018,7
DSRPN,11-Jul-18,SINDEQ,"Alfatubo-Empresa de Plásticos Técnicos, Lda.",,,Privado,,,,2018,7
DSRPN,11-Jul-18,CESP,Todas as Santas Casas da Misericórdia do distrito de Viana do Castelo,,,Setor Empresarial Estado,,,,2018,7
DSRPN,11-Jul-18,SITE-CN,"Fábrica de Papel da Zarrinha, S.A.",,,Privado,,,,2018,7
DSRPN,23-Jul-18,Sindicato Nacional do Corpo da Guarda Prisional,Estabelecimento Prisional de Braga,,,Setor Empresarial Estado,,,,2018,7
DSRPN,26-Jul-18,SINPICVAT,"Pétala Futura, Unipessoal, Lda.",,,Privado,,,,2018,7
DSRPN,26-Jul-18,SITE-CN,"Renault Cacia, S.A.",,,Privado,,,,2018,7
DSRPN,27-Jul-18,SEP,Instituto Português de Oncologia de Coimbra,,,Privado,,,,2018,7
DSRPN,27-Jul-18,SITE-NORTE,Grupo Cabelte em Arcozelo,,,Privado,,,,2018,7
DSRPN,27-Jul-18,SITE-NORTE,Grupo Cabelte em Ribeirão,,,Privado,,,,2018,7
DSRPN,30-Jul-18,SIPE;SE - SINDICATO DOS ENFERMEIROS,"Entidades Públicas Empresariais de Saúde 
Processo SM nº 25/18",,,Setor Empresarial Estado,,,,2018,7
DSRPN,31-Jul-18,SEP,"Centro Hospitalar Póvoa de Varzim/ Vila de Conde, EPE",,,Setor Empresarial Estado,,,,2018,7
DSRPN,31-Jul-18,SEP,"Centro Hospitalar de Leiria, E.P.E.",,,Setor Empresarial Estado,,,,2018,7
DSRPN,25-Jul-18,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE","Piaget Alimentar, Lda.",,,Privado,,,DESCONVOCADA,2018,7
517/2018,02-Aug-18,SITAVA,"GROUNDFORCE PORTUGAL SPDH - SERVIÇOS PORTUGUESES DE HANDLING, S.A.",52230,506651649,Privado,DIA 16 DE AGOSTO DE 2018,Parcial (3 Horas),TRANSPORTES,2018,8
520/2018,03-Aug-18,SEP,"ENFERMEIROS - CENTRO HOSPITALAR UNIVERSITÁRIO DO ALGARVE, EPE",86100,510745997,Setor Empresarial Estado,DIA 17 DE AGOSTO DE 2018 ,Total 1 dia,(Turnos da Manhã e Tarde),2018,8
521/2018,03-Aug-18,SITEMA ,"TAP - TRANSPORTES AÉREOS PORTUGUESES SGPS, S.A.",64202,506623602,Privado,DIA 15 DE AGOSTO DE 2018 P/TEMPO INDETERMINADO,Total + 1 dia,DESCONVOCADA,2018,8
522/2018,03-Aug-18,SINTAB,"SUMOL + COMPAL MARCAS, S.A.",11072,50542037,Privado,"DIAS 13, 15, 16 E 18 DE AGOSTO DE 2018",Total + 1 dia,"(Trab.da SUMOL a exercerem a sua activ. profissional na Zona Ind. de Canhestro, Pousos, Leiria)",2018,8
523/2018,03-Aug-18,"SINTEVECC SUL - SINDICATO DOS TRABALHADORES TEXTEIS, LANIFICIOS, VESTUÁRIO, CALÇADO E CURTUMES DO SUL",SUCH - SERVIÇOS DE UTILIZAÇÃO COMUM DOS HOSPITAIS,33130,500900469,Setor Empresarial Estado,DIAS 15 DE AGOSTO; 05 DE OUTUBRO; 01 DE NOVEMBRO; 01 E 08 DE DEZEMBRO DE 2018,Total + 1 dia,"(Trab.da SUCH a exercerem a sua activ. profissional na Lavandaria Central de Lisboa, em Vialonga)",2018,8
524/2018,08-Aug-18,STEC,"CAIXA GERAL DE DEPÓSITOS, S.A.",64190,500960046,Privado,DIA 24 DE AGOSTO DE 2018,Total 1 dia,,2018,8
525/2018,08-Aug-18,STOP,PROFESSORES (CONTINUIDADE DA GREVE ÀS REUNIÕES DE AVALIAÇÃO),84122,,Setor Empresarial Estado,"DIAS 20, 21, 22, 23 E 24 DE AGOSTO DE 2018",Total + 1 dia,,2018,8
526/2018,09-Aug-18,SEP,"ENFERMEIROS - CENTRO HOSPITALAR MÉDIO TEJO, EPE",86100,506361608,Setor Empresarial Estado,DIA 22 DE AGOSTO DE 2018,Total 1 dia,DESCONVOCADA,2018,8
527/2018,09-Aug-18,SINTAB,"SUMOL + COMPAL MARCAS, S.A.",11072,505042037,Privado,"DIAS 13, 14, 15, 16, 17 E 18 DE AGOSTO DE 2018",Total + 1 dia,DESCONVOCADA,2018,8
528/2018,09-Aug-18,STAL,"ECALMA - EMPRESA MUNICIPAL DE ESTACIONAMENTO E CIRCULAÇÃO DE ALMADA, EM, S.A.",52213,507001206,Setor Empresarial Estado,DIAS 17 E 18 DE AGOSTO DE 2018,Total + 1 dia,TRANSPORTES,2018,8
529/2018,09-Aug-18,SINFB,"EMEF - EMPRESA DE MANUTENÇÃO E EQUIPAMENTO FERROVIÁRIO, S.A.",52211,502937327,Setor Empresarial Estado,DIA 18 DE AGOSTO DE 2018 P/TEMPO INDETERMINADO,Total + 1 dia,DESCONVOCADA,2018,8
530/2018,09-Aug-18,CESP,"DIA PORTUGAL - SUPERMERCADOS, SOCIEDADE UNIPESSOAL, LDA. (ARMAZÉM DE VALONGO)",47111,503003808,Privado,"DIAS 20, 21, 22, 23 E 24 DE AGOSTO DE 2018                                                                                                                                               (12:30 ÀS 14:30 E AS 20:30 ÀS 22:20H) 2 HORAS P/CADA TURNO",Total + 1 dia,,2018,8
531/2018,09-Aug-18,SFRCI,"CP - COMBOIOS DE PORTUGAL, EPE",49100,500498601,Setor Empresarial Estado,DE 27 DE AGOSTO A 03 DE SETEMBRO DE 2018,Total + 1 dia,TRANSPORTES,2018,8
532/2018,10-Aug-18,CESP,"DIA PORTUGAL - SUPERMERCADOS, SOCIEDADE UNIPESSOAL, LDA. (LOJA DE PAÇO DE ARCOS)",47111,503003808,Privado,DIA 23 DE AGOSTO DE 2018,Total 1 dia,,2018,8
533/2018,10-Aug-18,FEPCES / CESP,"APED - ASSOCIAÇÃO PORTUGUESA DE EMPRESAS DE DISTRIBUIÇÃO (SECTOR DOS SUPER E HIPERMERCADOS, ARMAZÉNS, LOGÍSTICAS E LOJAS ESPECIALIZADAS DA GRANDE DISTRIBUIÇÃO)",46382,501313974,Privado,DIA 12 DE SETEMBRO DE 2018,Total 1 dia,,2018,8
536/2018,13-Aug-18,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL","ITAU - INSTITUTO TÉCNICO ALIMENTAÇÃO HUMANA, S.A. (HOSPITAL DE PORTALEGRE)",56290,500142858,Privado,DIA 15 DE AGOSTO DE 2018,Total 1 dia,,2018,8
537/2018,13-Aug-18,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL","EUREST PORTUGAL - SOCIEDADE EUROPEIA DE RESTAURANTES, LDA. (HOSPITAL DE ABRANTES)",56290,500347506,Privado,DIA 15 DE AGOSTO DE 2018,Total 1 dia,,2018,8
538/2018,13-Aug-18,STOP,PROFESSORES (CONTINUIDADE DA GREVE ÀS REUNIÕES DE AVALIAÇÃO),84122,,Setor Empresarial Estado,"DIAS 27, 28, 29, 30 E 31 DE AGOSTO 2018",Total + 1 dia,,2018,8
539/2018,13-Aug-18,APROFER,"INFRAESTRUTURAS DE PORTUGAL, S.A.",52211,503933813,Setor Empresarial Estado,DIA 29 DE AGOSTO DE 2018,Total 1 dia,DESCONVOCADA,2018,8
540/2018,13-Aug-18,SNTCT,"CORREIOS DE PORTUGAL, S.A.                                                                       (TRAB.LOGÍSTICA/TRANSPORTES CPL - S)",53100,500077568,Privado,DE 03 DE SETEMBRO A 31 DE OUTUBRO DE 2018,Total + 1 dia (Greve ao 1º. Período de Trabalho),,2018,8
542/2018,14-Aug-18,APROFER,"INFRAESTRUTURAS DE PORTUGAL, S.A.",52211,503933813,Setor Empresarial Estado,DIA 27 DE AGOSTO DE 2018,Total 1 dia,DESCONVOCADA,2018,8
543/2018,14-Aug-18,STCCMCS,"REDWARM - MANUTENÇÃO INDUSTRIAL, LDA.",81220,510158846,Privado,DIA 27 DE AGOSTO DE 2018,Total 1 dia,,2018,8
544/2018,14-Aug-18,"STIHTRSS - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO SUL","ITAU - INSTITUTO TÉCNICO ALIMENTAÇÃO HUMANA, S.A. (HOSPITAL DE SANTA LUZIA, ELVAS)",56290,500142858,Privado,DIA 15 DE AGOSTO DE 2018,Total 1 dia,,2018,8
545/2018,14-Aug-18,APROFER,"INFRAESTRUTURAS DE PORTUGAL, S.A.",52211,503933813,Setor Empresarial Estado,DIA 31 DE AGOSTO DE 2018,Total 1 dia,DESCONVOCADA,2018,8
546/2018,16-Aug-18,SINTAF,"CAIXA GERAL DE DEPÓSITOS, S.A.",64190,500960046,Setor Empresarial Estado,DIA 24 DE AGOSTO DE 2018,Total 1 dia,,2018,8
548/2018,17-Aug-18,SEP,ENFERMEIROS NA ADMINISTRAÇÃO REGIONAL DE SAÚDE DE LISBOA E VALE DO TEJO,86100,,Setor Empresarial Estado,DIA 31 DE AGOSTO DE 2018,Total 1 dia,,2018,8
551/2018,22-Aug-18,SNTSF - SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO,"FERTAGUS - TRAVESSIA DO TEJO, TRANSPORTES, S.A.",49310,504226320,Setor Empresarial Estado,DE 01 A 30 DE SETEMBRO DE 2018,Total + 1 dia (trabalho extraordinário),TRANSPORTES ,2018,8
552/2018,22-Aug-18,SIESI,"RANDSTAD II - PRESTAÇÃO DE SERVIÇOS, LDA.                                        (PROJECTO NOS)",78300,503298999,Privado,DE 01 DE SETEMBRO A 31 DE DEZEMBRO DE 2018,Total + 1 dia,,2018,8
553/2018 ,23-Aug-18,SITESE,"APED - ASSOCIAÇÃO PORTUGUESA DE EMPRESAS DE DISTRIBUIÇÃO (SECTORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS)",94110,501313974,Privado,DIA 12 DE SETEMBRO DE 2018,Total 1 dia,,2018,8
557/2018,23-Aug-18,STAD,"AJ II - MULTISERVICES, LDA. (HOSPITAL DE SETÚBAL E OUTÃO)",81210,513405542,Privado,DIA 15 DE SETEMBRO DE 2018,Total 1 dia,,2018,8
559/2018,31-Aug-18,SEAL,"TRABALHADORES PORTUÁRIOS - (EMPRESAS DE ESTIVA A LABORAR NOS PORTOS DE: LISBOA; SETÚBAL; SINES; FIGUEIRA DA FOZ; LEIXÕES; CANIÇAL, PONTA DELGADA E PRAIA DA VITÓRIA)",52240,,Setor Empresarial Estado,DE 10 DE SETEMBRO A 08 DE OUTUBRO 2018,Total + 1 dia,,2018,8
DSRPN,02-Aug-18,SEP,Unidade Local de Saúde da Guarda,,,Setor Empresarial Estado,,,,2018,8
DSRPN,02-Aug-18,STIANOR,"Cerealis - Produtos Alimentares, S.A. (local da greve na Unidade Industrial da Maia - Fábrica 1 e Fábrica 2)",,,Privado,,,,2018,8
DSRPN,07-Aug-18,SEP,Centro Hospitalar Tondela - Viseu,,,Setor Empresarial Estado,,,,2018,8
DSRPN,07-Aug-18,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE","Pefaco Portugal, S.A. (local de trabalho: Bingo da Boavista)",,,Privado,,,,2018,8
DSRPN,08-Aug-18,SEP,Hospital Distrital da Figueira da Foz,,,Setor Empresarial Estado,,,,2018,8
DSRPN,08-Aug-18,SEP,Centro Hospitalar Cova da Beira,,,Setor Empresarial Estado,,,,2018,8
DSRPN,09-Aug-18,CESP,"Dia Portugal - Supermercados Sociedade Unipessoal, Lda.
Local da greve : No armazém de Valongo",,,Privado,,,,2018,8
DSRPN,10-Aug-18,SITE-CN,"Fábrica de Papel da Zarrinha, S.A.",,,Privado,,,,2018,8
DSRPN,13-Aug-18,SEP,Centro Hospitalar do Médio Ave,,,Setor Empresarial Estado,,,,2018,8
DSRPN,13-Aug-18,SEP,Hospital de Barcelos,,,Setor Empresarial Estado,,,,2018,8
DSRPN,13-Aug-18,SEP,Centro Hospitalar de Entre o Douro e Vouga,,,Setor Empresarial Estado,,,,2018,8
DSRPN,14-Aug-18,STRUP,"TUVR - Transurbanos de Vila de Real - Transportes Públicos, Lda. (Processo SM nº 26/18)",,,Setor Empresarial Estado,,,DESCONVOCADA,2018,8
DSRPN,16-Aug-18,SEP,Centro Hospitalar de Trás os Montes e Alto Douro,,,Setor Empresarial Estado,,,,2018,8
DSRPN,16-Aug-18,"STIHTRSN - SINDICATO DOS TRABALHADORES DA INDÚSTRIA DE HOTELARIA, TURISMO, RESTAURANTES E SIMILARES DO NORTE",Grupo Ibersol,,,Privado,,,,2018,8
DSRPN,17-Aug-18,STAD,"Iberlim - Sociedade de Limpezas Industriais, S. A. (local da trabalho : Na STCP de Francos e na Via Norte)",,,Privado,,,,2018,8
DSRPN,22-Aug-18,STAL,Santa Casa da Misericórdia de Murça - Processo SM nº 27/18,,,Setor Empresarial Estado,,,,2018,8
DSRPN,23-Aug-18,STAD,"Byeva, Unipessoal, Lda. (local de trabalho na Escola Superior de Enfermagem de Coimbra no Polo A, B e no Polo C)",,,Privado,,,,2018,8
DSRPN,27-Aug-18,SITE-NORTE,"Soares da Costa, S.A.",,,Privado,,,,2018,8
